Date,FX,BOE_FX
18/01/2020,1.1095,1.1095
19/01/2020,1.1095,1.1095
20/01/2020,1.1085,1.1085
21/01/2020,1.1098,1.1098
22/01/2020,1.1075,1.1075
23/01/2020,1.1046,1.1046
24/01/2020,1.1025,1.1025
25/01/2020,1.1025,1.1025
26/01/2020,1.1025,1.1025
27/01/2020,1.1013,1.1013
28/01/2020,1.1,1.1
29/01/2020,1.0997,1.0997
30/01/2020,1.1036,1.1036
31/01/2020,1.1078,1.1078
01/02/2020,1.1078,1.1078
02/02/2020,1.1078,1.1078
03/02/2020,1.1056,1.1056
04/02/2020,1.1038,1.1038
05/02/2020,1.1002,1.1002
06/02/2020,1.0976,1.0976
07/02/2020,1.0963,1.0963
08/02/2020,1.0963,1.0963
09/02/2020,1.0963,1.0963
10/02/2020,1.0924,1.0924
11/02/2020,1.0915,1.0915
12/02/2020,1.0894,1.0894
13/02/2020,1.0847,1.0847
14/02/2020,1.0846,1.0846
15/02/2020,1.0846,1.0846
16/02/2020,1.0846,1.0846
17/02/2020,1.083,1.083
18/02/2020,1.0823,1.0823
19/02/2020,1.0792,1.0792
20/02/2020,1.0803,1.0803
21/02/2020,1.0854,1.0854
22/02/2020,1.0854,1.0854
23/02/2020,1.0854,1.0854
24/02/2020,1.0857,1.0857
25/02/2020,1.0866,1.0866
26/02/2020,1.0866,1.0866
27/02/2020,1.0984,1.0984
28/02/2020,1.0985,1.0985
29/02/2020,1.0985,1.0985
01/03/2020,1.0985,1.0985
02/03/2020,1.113,1.113
03/03/2020,1.1181,1.1181
04/03/2020,1.1138,1.1138
05/03/2020,1.1188,1.1188
06/03/2020,1.131,1.131
07/03/2020,1.131,1.131
08/03/2020,1.131,1.131
09/03/2020,1.14,1.14
10/03/2020,1.13,1.13
11/03/2020,1.13,1.13
12/03/2020,1.11,1.11
13/03/2020,1.11,1.11
14/03/2020,1.11,1.11
15/03/2020,1.11,1.11
16/03/2020,1.11,1.11
17/03/2020,1.1,1.1
18/03/2020,1.08,1.08
19/03/2020,1.07,1.07
20/03/2020,1.068,1.068
21/03/2020,1.068,1.068
22/03/2020,1.068,1.068
23/03/2020,1.076,1.076
24/03/2020,1.079,1.079
25/03/2020,1.083,1.083
26/03/2020,1.102,1.102
27/03/2020,1.106,1.106
28/03/2020,1.106,1.106
29/03/2020,1.106,1.106
30/03/2020,1.102900629,1.102900629
31/03/2020,1.096972356,1.096972356
01/04/2020,1.09229929,1.09229929
02/04/2020,1.086484137,1.086484137
03/04/2020,1.079796998,1.079796998
04/04/2020,1.079796998,1.079796998
05/04/2020,1.079796998,1.079796998
06/04/2020,1.078399655,1.078399655
07/04/2020,1.088257699,1.088257699
08/04/2020,1.086248099,1.086248099
09/04/2020,1.093852549,1.093852549
10/04/2020,1.093852549,1.093852549
11/04/2020,1.093852549,1.093852549
12/04/2020,1.093852549,1.093852549
13/04/2020,1.093852549,1.093852549
14/04/2020,1.096972356,1.096972356
15/04/2020,1.090274749,1.090274749
16/04/2020,1.0888,1.0888
17/04/2020,1.086,1.086
18/04/2020,1.086,1.086
19/04/2020,1.086,1.086
20/04/2020,1.086,1.086
21/04/2020,1.0837,1.0837
22/04/2020,1.0867,1.0867
23/04/2020,1.0772,1.0772
24/04/2020,1.08,1.08
25/04/2020,1.08,1.08
26/04/2020,1.08,1.08
27/04/2020,1.0852,1.0852
28/04/2020,1.0877,1.0877
29/04/2020,1.0842,1.0842
30/04/2020,1.0876,1.0876
01/05/2020,1.0876,1.0876
02/05/2020,1.0876,1.0876
03/05/2020,1.0876,1.0876
04/05/2020,1.0942,1.0942
05/05/2020,1.0843,1.0843
06/05/2020,1.0807,1.0807
07/05/2020,1.0783,1.0783
08/05/2020,1.0843,1.0843
09/05/2020,1.0843,1.0843
10/05/2020,1.0843,1.0843
11/05/2020,1.0824,1.0824
12/05/2020,1.0858,1.0858
13/05/2020,1.0875,1.0875
14/05/2020,1.0792,1.0792
15/05/2020,1.0798,1.0798
16/05/2020,1.0798,1.0798
17/05/2020,1.0798,1.0798
18/05/2020,1.0832,1.0832
19/05/2020,1.095,1.095
20/05/2020,1.0958,1.0958
21/05/2020,1.1,1.1
22/05/2020,1.0904,1.0904
23/05/2020,1.0904,1.0904
24/05/2020,1.0904,1.0904
25/05/2020,1.091,1.091
26/05/2020,1.0975,1.0975
27/05/2020,1.0991,1.0991
28/05/2020,1.1016,1.1016
29/05/2020,1.1136,1.1136
30/05/2020,1.1136,1.1136
31/05/2020,1.1136,1.1136
01/06/2020,1.1116,1.1116
02/06/2020,1.1174,1.1174
03/06/2020,1.1194,1.1194
04/06/2020,1.1214,1.1214
05/06/2020,1.1234,1.1234
06/06/2020,1.1254,1.1254
07/06/2020,1.1274,1.1274
08/06/2020,1.1294,1.1294
09/06/2020,1.1314,1.1314
10/06/2020,1.1334,1.1334
11/06/2020,1.1348,1.1348
12/06/2020,1.1304,1.1304
13/06/2020,1.1304,1.1304
14/06/2020,1.1304,1.1304
15/06/2020,1.1253,1.1253
16/06/2020,1.1308,1.1308
17/06/2020,1.1232,1.1232
18/06/2020,1.1222,1.1222
19/06/2020,1.121,1.121
20/06/2020,1.121,1.121
21/06/2020,1.121,1.121
22/06/2020,1.1213,1.1213
23/06/2020,1.1318,1.1318
24/06/2020,1.128,1.128
25/06/2020,1.12,1.12
26/06/2020,1.1213,1.1213
27/06/2020,1.1213,1.1213
28/06/2020,1.1213,1.1213
29/06/2020,1.1284,1.1284
30/06/2020,1.1198,1.1198
01/07/2020,1.12,1.12
02/07/2020,1.1286,1.1286
03/07/2020,1.1224,1.1224
04/07/2020,1.1224,1.1224
05/07/2020,1.1224,1.1224
06/07/2020,1.1325,1.1325
07/07/2020,1.129,1.129
08/07/2020,1.1286,1.1286
17/07/2020,1.1428,1.1428
18/07/2020,1.1428,1.1428
19/07/2020,1.1428,1.1428
20/07/2020,1.1448,1.1448
21/07/2020,1.1443,1.1443
22/07/2020,1.1578,1.1578
10/08/2020,1.1763,1.1763
